algorithm,alpha,decay,eta,iterations,max_bound_iterations,num_topics,offset,passes,random_seed_value,perplexity,include_additions,include_context,include_message,include_removals
batch,auto,0.5,auto,1000,1000,100,1.0,1,1,87.041008564,True,True,False,True
batch,auto,0.5,auto,1000,1000,200,1.0,1,1,82.4672906395,True,True,False,True
batch,auto,0.5,auto,1000,1000,500,1.0,1,1,80.1817624393,True,True,False,True
batch,auto,0.5,0.01,1000,1000,100,1.0,1,1,79.5658749106,True,True,False,True
batch,auto,0.5,0.005,1000,1000,200,1.0,1,1,77.858150969,True,True,False,True
batch,auto,0.5,0.002,1000,1000,500,1.0,1,1,78.1200453198,True,True,False,True
batch,auto,0.5,0.02,1000,1000,100,1.0,1,1,80.3974158922,True,True,False,True
batch,auto,0.5,0.01,1000,1000,200,1.0,1,1,78.379967041,True,True,False,True
batch,auto,0.5,0.004,1000,1000,500,1.0,1,1,77.5041321954,True,True,False,True
batch,auto,0.5,0.05,1000,1000,100,1.0,1,1,84.471676393,True,True,False,True
batch,auto,0.5,0.025,1000,1000,200,1.0,1,1,80.5984344776,True,True,False,True
batch,auto,0.5,0.01,1000,1000,500,1.0,1,1,77.7576545527,True,True,False,True
batch,0.01,0.5,auto,1000,1000,100,1.0,1,1,87.0821012425,True,True,False,True
batch,0.005,0.5,auto,1000,1000,200,1.0,1,1,82.5276756917,True,True,False,True
batch,0.002,0.5,auto,1000,1000,500,1.0,1,1,80.2236873977,True,True,False,True
batch,0.01,0.5,0.01,1000,1000,100,1.0,1,1,79.618681514,True,True,False,True
batch,0.005,0.5,0.005,1000,1000,200,1.0,1,1,77.9219538059,True,True,False,True
batch,0.002,0.5,0.002,1000,1000,500,1.0,1,1,78.1611338677,True,True,False,True
batch,0.01,0.5,0.02,1000,1000,100,1.0,1,1,80.4555719228,True,True,False,True
batch,0.005,0.5,0.01,1000,1000,200,1.0,1,1,78.6304416579,True,True,False,True
batch,0.002,0.5,0.004,1000,1000,500,1.0,1,1,77.5565201903,True,True,False,True
batch,0.01,0.5,0.05,1000,1000,100,1.0,1,1,84.5307192034,True,True,False,True
batch,0.005,0.5,0.025,1000,1000,200,1.0,1,1,80.6719976345,True,True,False,True
batch,0.002,0.5,0.01,1000,1000,500,1.0,1,1,77.8360704951,True,True,False,True
batch,0.02,0.5,auto,1000,1000,100,1.0,1,1,87.1024305095,True,True,False,True
batch,0.01,0.5,auto,1000,1000,200,1.0,1,1,82.5258586053,True,True,False,True
batch,0.004,0.5,auto,1000,1000,500,1.0,1,1,80.2280287178,True,True,False,True
batch,0.02,0.5,0.01,1000,1000,100,1.0,1,1,79.6262007597,True,True,False,True
batch,0.01,0.5,0.005,1000,1000,200,1.0,1,1,77.9166241733,True,True,False,True
batch,0.004,0.5,0.002,1000,1000,500,1.0,1,1,77.9119116176,True,True,False,True
batch,0.02,0.5,0.02,1000,1000,100,1.0,1,1,80.4781358121,True,True,False,True
batch,0.01,0.5,0.01,1000,1000,200,1.0,1,1,78.6339083792,True,True,False,True
batch,0.004,0.5,0.004,1000,1000,500,1.0,1,1,77.546032081,True,True,False,True
batch,0.02,0.5,0.05,1000,1000,100,1.0,1,1,84.5905102666,True,True,False,True
batch,0.01,0.5,0.025,1000,1000,200,1.0,1,1,80.7078570512,True,True,False,True
batch,0.004,0.5,0.01,1000,1000,500,1.0,1,1,77.8653362995,True,True,False,True
batch,0.05,0.5,auto,1000,1000,100,1.0,1,1,87.3118158849,True,True,False,True
